postcode,oa11cd,lsoa11cd,msoa11cd,msoa11hclnm,wd19cd,wd19nm,lon,lat
M335FZ,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335GA,E00031258,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.347363,53.431173
M335GB,E00031259,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.346197,53.430287
M335GD,E00031269,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.356816,53.425923
M335GE,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.354132,53.425239
M335GF,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.355518,53.425496
M335GG,E00031256,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.341089,53.43147
M335GH,E00031253,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.342901,53.43213
M335GJ,E00031138,E01006147,E02001270,Sale North,E05000820,Ashton upon Mersey,-2.338035,53.427749
M335GL,E00031265,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.340494,53.428569
M335GN,E00031244,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.340112,53.429747
M335GP,E00031256,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.342474,53.431475
M335GQ,E00031253,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.340882,53.431947
M335GR,E00031255,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.338668,53.43172
M335GS,E00031253,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.340737,53.432595
M335GT,E00031255,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.334274,53.433719
M335GU,E00031244,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.337187,53.430933
M335GW,E00031244,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.340959,53.430212
M335GX,E00031256,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.343271,53.431392
M335GY,E00031255,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.338546,53.431495
M335GZ,E00031255,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.337567,53.431462
M335HA,E00031246,E01006170,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.345759,53.428239
M335HB,E00031262,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.351615,53.42841
M335HD,E00031260,E01006169,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.351361,53.428654
M335HE,E00031260,E01006169,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.350491,53.429016
M335HF,E00031260,E01006169,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.349253,53.428552
M335HG,E00031266,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.350375,53.427749
M335HH,E00031266,E01006171,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.348013,53.427828
M335HJ,E00031264,E01006169,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.348078,53.428412
M335HL,E00031266,E01006171,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.347223,53.426913
M335HN,E00031264,E01006169,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.348066,53.428762
M335HP,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.348081,53.426965
M335HQ,E00031266,E01006171,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.348899,53.427582
M335HR,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.34826,53.426677
M335HS,E00031266,E01006171,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.349896,53.42624
M335HT,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.350039,53.425323
M335HU,E00031271,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.350492,53.425421
M335HW,E00031264,E01006169,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.346573,53.428434
M335HX,E00031273,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.352381,53.424597
M335HY,E00031271,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.351816,53.425426
M335HZ,E00031271,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.352599,53.42554
M335JA,E00031271,E01006166,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.351915,53.426522
M335JB,E00031266,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.352369,53.426808
M335JD,E00031266,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.351844,53.427026
M335JE,E00031269,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.354376,53.42567
M335JF,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.356663,53.425645
M335JG,E00031262,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.353698,53.429168
M335JH,E00031266,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.351718,53.428123
M335JJ,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.355894,53.425414
M335JL,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.356861,53.425878
M335JN,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.356842,53.425438
M335JP,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.35797,53.425353
M335JQ,E00031262,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.352895,53.428568
M335JR,E00031262,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.353864,53.42737
M335JS,E00031262,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.352985,53.426679
M335JT,E00031271,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.353424,53.425196
M335JU,E00031273,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.353122,53.423256
M335JW,E00031269,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.354137,53.42585
M335JX,E00031269,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.354017,53.425967
M335JY,E00031269,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.354862,53.426163
M335JZ,E00031269,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.354315,53.427315
M335LA,E00031263,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.354279,53.428457
M335LB,E00031261,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.354333,53.429463
M335LD,E00031263,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.355555,53.428057
M335LE,E00031263,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.354827,53.427403
M335LF,E00031269,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.355403,53.426116
M335LG,E00031261,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.356254,53.4289
M335LH,E00031263,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.355768,53.426502
M335LJ,E00031269,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.358101,53.42662
M335LL,E00031257,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.358231,53.427789
M335LN,E00031257,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.357748,53.429372
M335LP,E00031261,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.355339,53.429181
M335LQ,E00031261,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.356692,53.429114
M335LR,E00031257,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.357247,53.428825
M335LS,E00031257,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.357445,53.427288
M335LT,E00031263,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.355887,53.428218
M335LU,E00031263,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.35561,53.427428
M335LW,E00031261,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.355509,53.429819
M335LX,E00031273,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.352975,53.423643
M335LY,E00031261,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.354981,53.429659
M335LZ,E00031257,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.356413,53.429834
M335NA,E00031262,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.35418,53.429176
M335NB,E00031263,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.354178,53.428942
M335ND,E00031246,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.342974,53.428148
M335NE,E00031267,E01006172,E02001274,Ashton upon Mersey South,E05000820,Ashton upon Mersey,-2.34289,53.427016
M335NF,E00031267,E01006172,E02001274,Ashton upon Mersey South,E05000820,Ashton upon Mersey,-2.342362,53.426954
M335NG,E00031264,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.347893,53.429743
M335NH,E00031264,E01006169,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.345072,53.428834
M335NJ,E00031260,E01006169,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.351143,53.429607
M335NL,E00031262,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.3538,53.430588
M335NN,E00031254,E01006169,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.349571,53.430619
M335NP,E00031254,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.34896,53.431393
M335NQ,E00031258,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.347853,53.430354
M335NR,E00031245,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.344894,53.429167
M335NS,E00031254,E01006169,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.352616,53.43114
M335NT,E00031257,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.356772,53.427865
M335NU,E00031263,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.356645,53.427047
M335NW,E00031254,E01006169,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.350399,53.430607
M335NX,E00031269,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.355124,53.426962
M335NY,E00031269,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.355395,53.426889
M335NZ,E00031257,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.357163,53.429634
M335PA,E00031139,E01006150,E02001270,Sale North,E05000820,Ashton upon Mersey,-2.333581,53.425989
M335PB,E00031139,E01006150,E02001270,Sale North,E05000820,Ashton upon Mersey,-2.331531,53.42552
M335PD,E00031166,E01006150,E02001270,Sale North,E05000820,Ashton upon Mersey,-2.331857,53.424863
M335PE,E00031163,E01006148,E02001274,Ashton upon Mersey South,E05000820,Ashton upon Mersey,-2.337616,53.426213
M335PF,E00031265,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.340831,53.427399
M335PG,E00031256,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.342511,53.430513
M335PH,E00031245,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.341629,53.429338
M335PJ,E00031265,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.340742,53.429431
M335PL,E00031245,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.342631,53.428597
M335PN,E00031245,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.342384,53.42966
M335PP,E00031265,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.341857,53.429643
M335PQ,E00031265,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.341272,53.429816
M335PR,E00031265,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.341514,53.430022
M335PS,E00031256,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.343072,53.430959
M335PT,E00031256,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.34354,53.431149
M335PU,E00031253,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.344119,53.432055
M335PW,E00031245,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.342712,53.429263
M335PX,E00031253,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.345068,53.432106
M335PY,E00031259,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.345848,53.431771
M335PZ,E00031254,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.346799,53.432119
M335QA,E00031254,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.347262,53.431749
M335QB,E00031259,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.344579,53.431155
M335QD,E00031259,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.344557,53.430373
M335QE,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335QF,E00031259,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.345548,53.430118
M335QG,E00031256,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.342405,53.432284
M335QH,E00031265,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.341114,53.428971
M335QJ,E00031163,E01006148,E02001274,Ashton upon Mersey South,E05000820,Ashton upon Mersey,-2.338331,53.427119
M335QL,E00031138,E01006147,E02001270,Sale North,E05000820,Ashton upon Mersey,-2.338716,53.428277
M335QN,E00031265,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.340121,53.428983
M335QP,E00031244,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.34072,53.430402
M335QQ,E00031253,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.344026,53.433511
M335QR,E00031255,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.339717,53.43115
M335QS,E00031253,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.341232,53.432414
M335QT,E00031255,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.336745,53.432175
M335QU,E00031155,E01006154,E02001270,Sale North,E05000820,Ashton upon Mersey,-2.334064,53.43185
M335QW,E00031138,E01006147,E02001270,Sale North,E05000820,Ashton upon Mersey,-2.339531,53.428571
M335QX,E00031244,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.339427,53.430594
M335QY,E00031259,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.345154,53.431638
M335QZ,E00031155,E01006154,E02001270,Sale North,E05000820,Ashton upon Mersey,-2.333419,53.43213
M335RA,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.356919,53.423793
M335RB,E00031275,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.354037,53.422902
M335RD,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.355472,53.423491
M335RE,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.35817,53.424014
M335RF,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335RG,E00031275,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.355675,53.42261
M335RH,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.356645,53.423425
M335RJ,E00030919,E01006107,E02001275,Partington,E05000824,Bucklow-St Martins,-2.360998,53.422207
M335RL,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.34773,53.426328
M335RN,E00031272,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.359222,53.423876
M335RP,E00031275,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.357363,53.422874
M335RQ,E00031275,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.357185,53.423261
M335RR,E00031272,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.357112,53.421707
M335RS,E00031272,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.358625,53.422718
M335RT,E00031272,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.358032,53.422001
M335RU,E00031275,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.356696,53.422301
M335RW,E00031275,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.355266,53.422314
M335RX,E00031272,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.36006,53.423361
M335RY,E00031272,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.359843,53.422615
M335RZ,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335SB,E00031163,E01006148,E02001274,Ashton upon Mersey South,E05000820,Ashton upon Mersey,-2.338598,53.426659
M335SD,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.34773,53.426328
M335SE,E00031163,E01006148,E02001274,Ashton upon Mersey South,E05000820,Ashton upon Mersey,-2.338598,53.426659
M335SF,E00031265,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.340353,53.427877
M335SG,E00031265,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.340939,53.427758
M335SH,E00031266,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.35136,53.426757
M335SJ,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335SL,E00031253,E01006170,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.353411,53.432772
M335SN,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335SQ,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335SR,E00031143,E01006152,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.351508,53.415474
M335SU,E00031269,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.355997,53.426968
M335SZ,E00031171,E01006151,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.336722,53.419743
M335TA,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.34773,53.426328
M335TB,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.34773,53.426328
M335TD,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335TF,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.347684,53.426283
M335TG,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.354029,53.423774
M335TH,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.34773,53.426328
M335TJ,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335TL,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335TN,E00031173,E01006152,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.351769,53.416069
M335TP,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.354407,53.423971
M335TQ,E00031247,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.355415,53.423905
M335UD,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.34773,53.426328
M335UF,E00031143,E01006152,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.35144,53.416393
M335UG,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.347684,53.426283
M335UH,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.34773,53.426328
M335UJ,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335UL,E00031169,E01006148,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.339076,53.422406
M335UN,E00031262,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.357426,53.43047
M335UT,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335UU,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335UW,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335UX,E00031272,E01006166,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.359609,53.423353
M335UY,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335UZ,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335WA,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335WB,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335WD,E00031265,E01006170,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.34183,53.428133
M335WE,E00031245,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.343918,53.429521
M335WF,E00031245,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.344387,53.429807
M335WG,E00031245,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.343645,53.429288
M335WH,E00031264,E01006169,E02001271,Ashton upon Mersey North,E05000834,St Mary's,-2.347634,53.429366
M335WJ,E00031261,E01006171,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.354849,53.43001
M335WL,E00031260,E01006169,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.351056,53.430012
M335WN,E00031254,E01006169,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.350374,53.431219
M335WP,E00031258,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.34766,53.430642
M335WQ,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335WR,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335WS,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335WT,E00031258,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.34766,53.430642
M335WU,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335WW,E00031254,E01006169,E02001271,Ashton upon Mersey North,E05000824,Bucklow-St Martins,-2.349442,53.431399
M335WX,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335WY,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335WZ,E00031173,E01006152,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.350056,53.416361
M335XA,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XB,E00031143,E01006152,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.350491,53.416234
M335XD,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.34773,53.426328
M335XE,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XF,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XG,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XH,E00031254,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.349142,53.431474
M335XJ,E00031143,E01006152,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.350613,53.416441
M335XL,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.34773,53.426328
M335XN,E00031143,E01006152,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.350491,53.416234
M335XP,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XQ,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XR,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XS,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XT,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XU,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XW,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XX,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XY,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335XZ,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335YA,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335YB,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335YD,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335YE,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335YF,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335YG,E00031173,E01006152,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.349281,53.417254
M335YJ,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.34773,53.426328
M335ZA,E00031173,E01006152,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.350338,53.415956
M335ZJ,E00031268,E01006172,E02001274,Ashton upon Mersey South,E05000834,St Mary's,-2.34773,53.426328
M335ZT,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335ZW,E00031254,E01006169,E02001271,Ashton upon Mersey North,E05000820,Ashton upon Mersey,-2.349142,53.431474
M335ZY,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M335ZZ,E00168601,E01006161,E02001273,Sale Central,E05000833,Priory,-2.316725,53.425767
M336AA,E00031141,E01006150,E02001270,Sale North,E05000820,Ashton upon Mersey,-2.330627,53.421477
