postcode,oa11cd,lsoa11cd,msoa11cd,msoa11hclnm,wd19cd,wd19nm,lon,lat
M166FN,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M166FP,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M166FQ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M166FR,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166FS,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166FT,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166FU,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166FW,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166FX,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166FZ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166GA,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166GB,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166GD,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166GE,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166GF,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166GG,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166GH,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166GJ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166GL,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166GN,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M166GP,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457338
M167AN,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167BQ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167ED,E00030963,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.255995,53.459574
M167EE,E00030963,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.255995,53.459574
M167EG,E00030963,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.255995,53.459574
M167EJ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167ER,E00030963,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.255995,53.459574
M167FD,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.259687,53.459872
M167FN,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167FX,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167GD,E00030954,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.259906,53.46371
M167GG,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.264263,53.457058
M167GP,E00030968,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.265586,53.459086
M167GQ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.263454,53.457733
M167GR,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.265485,53.457378
M167GS,E00030969,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.267615,53.458434
M167GT,E00030969,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.267324,53.457698
M167GU,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.266551,53.456936
M167GX,E00030970,E01006113,E02001262,Firswood,E05000825,Clifford,-2.268164,53.457139
M167GY,E00030975,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.266607,53.456198
M167GZ,E00030975,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.266338,53.456595
M167HF,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167HJ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167NG,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.26042,53.461524
M167NQ,E00030956,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.260091,53.461929
M167NR,E00030961,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.259288,53.461122
M167NX,E00030963,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.258786,53.460422
M167NY,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.261858,53.460459
M167PB,E00030963,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.259818,53.459126
M167PF,E00030954,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.263087,53.46417
M167PG,E00030954,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.263929,53.464006
M167PH,E00030955,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.264607,53.464005
M167PJ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167PQ,E00030954,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.260843,53.46422
M167PR,E00030954,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.261593,53.463805
M167PS,E00030956,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.25952,53.4622
M167PT,E00030955,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.263595,53.463531
M167PU,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.262622,53.46205
M167QA,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167QB,E00030956,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.258993,53.462335
M167QD,E00030954,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.26046,53.463115
M167QE,E00030961,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.260519,53.460463
M167QG,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.26458,53.457282
M167QH,E00030978,E01006115,E02001262,Firswood,E05000825,Clifford,-2.266076,53.455624
M167QP,E00030970,E01006113,E02001262,Firswood,E05000825,Clifford,-2.269538,53.457747
M167QQ,E00030968,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.265051,53.457847
M167QR,E00030975,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.264985,53.456894
M167QS,E00030968,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.266361,53.457835
M167QT,E00030969,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.267301,53.458795
M167QU,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.266948,53.457825
M167QW,E00030968,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.266526,53.457754
M167QX,E00030970,E01006113,E02001262,Firswood,E05000825,Clifford,-2.267866,53.457652
M167QY,E00030975,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.267346,53.45643
M167QZ,E00030978,E01006115,E02001262,Firswood,E05000825,Clifford,-2.26665,53.455857
M167RA,E00030975,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.265466,53.456803
M167RB,E00030967,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.262008,53.457764
M167RF,E00030976,E01006115,E02001262,Firswood,E05000825,Clifford,-2.26379,53.456052
M167RG,E00030976,E01006115,E02001262,Firswood,E05000825,Clifford,-2.262857,53.456288
M167RN,E00030963,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.259917,53.458146
M167RS,E00030967,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.262305,53.457089
M167RT,E00030976,E01006115,E02001262,Firswood,E05000825,Clifford,-2.26316,53.456494
M167RZ,E00030976,E01006115,E02001262,Firswood,E05000825,Clifford,-2.263953,53.455629
M167SA,E00030976,E01006115,E02001262,Firswood,E05000825,Clifford,-2.26424,53.455862
M167SB,E00030975,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.264845,53.456193
M167SD,E00030975,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.264772,53.456562
M167SE,E00030978,E01006115,E02001262,Firswood,E05000825,Clifford,-2.265068,53.455707
M167SF,E00030976,E01006115,E02001262,Firswood,E05000825,Clifford,-2.265873,53.454519
M167SG,E00030978,E01006115,E02001262,Firswood,E05000825,Clifford,-2.26568,53.454933
M167TN,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167UD,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167UL,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167UY,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167UZ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167WB,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167WE,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167WF,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167WG,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167WH,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167WL,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167WN,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167WP,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.259384,53.459594
M167WQ,E00030956,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.258612,53.461581
M167WR,E00030956,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.259035,53.461707
M167WS,E00030963,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.257935,53.45913
M167WT,E00030963,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.258557,53.459856
M167WU,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.259819,53.45935
M167WW,E00030963,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.258524,53.459478
M167WX,E00030963,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.259024,53.459953
M167WY,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.260709,53.45968
M167WZ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167XA,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167XB,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167XP,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167XX,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167XY,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167YD,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167YE,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167YF,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167YY,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167YZ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M167ZF,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.26203,53.461359
M167ZY,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168AG,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168BF,E00030976,E01006115,E02001262,Firswood,E05000825,Clifford,-2.265003,53.45506
M168BG,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168BS,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168ED,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168FG,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168FP,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168JB,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168LG,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168LJ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168PD,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168PY,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168PZ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168RL,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168RN,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168RR,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168SD,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168SE,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168SU,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168UA,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168UB,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168UJ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168UP,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168UQ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168UR,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168US,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168UT,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168UU,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168UW,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168UX,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168UY,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168UZ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168WL,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168WN,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168WT,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168WZ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XA,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XB,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XD,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XE,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XF,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XG,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XH,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XJ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XL,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XN,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XP,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XQ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XR,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XS,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XT,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XU,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XW,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XX,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XY,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168XZ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YA,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YB,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YD,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YE,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YF,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YG,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YH,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YJ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YL,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YP,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YQ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YR,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YS,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YT,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YW,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YX,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YY,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168YZ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168ZA,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168ZB,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168ZF,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168ZG,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168ZH,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168ZQ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M168ZZ,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M169AA,E00030961,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.259946,53.460357
M169AB,E00030955,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.265165,53.464129
M169AD,E00031365,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.263963,53.464724
M169AE,E00168599,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.26645,53.464916
M169AF,E00031365,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.266477,53.46427
M169AG,E00030955,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.263981,53.462559
M169AH,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.26288,53.462427
M169AJ,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.263752,53.46211
M169AL,E00031118,E01006145,E02001262,Firswood,E05000832,Longford,-2.284087,53.455618
M169AN,E00168599,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.267381,53.46443
M169AP,E00168599,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.267367,53.464565
M169AQ,E00030955,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.264542,53.46316
M169AR,E00168598,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.26836,53.464347
M169AS,E00030955,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.264973,53.462305
M169AT,E00030955,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.265687,53.463176
M169AU,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.263114,53.461177
M169AW,E00168599,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.266571,53.464944
M169AX,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.262951,53.461654
M169AY,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.263075,53.462238
M169AZ,E00030962,E01006112,E02001259,Old Trafford,E05000825,Clifford,-2.261731,53.46162
M169BA,E00030961,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.261546,53.461
M169BB,E00030961,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.261015,53.460416
M169BD,E00030955,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.266554,53.462248
M169BE,E00031369,E01006185,E02001259,Old Trafford,E05000832,Longford,-2.270536,53.463021
M169BF,E00030955,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.263318,53.462498
M169BG,E00031365,E01006185,E02001259,Old Trafford,E05000832,Longford,-2.269316,53.46306
M169BH,E00030955,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.265249,53.463015
M169BJ,E00031365,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.267214,53.464152
M169BL,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M169BN,E00030955,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.26471,53.4636
M169BP,E00030961,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.260265,53.460779
M169BQ,E00031369,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.2676,53.46327
M169BR,E00030961,E01006109,E02001259,Old Trafford,E05000825,Clifford,-2.260686,53.460751
M169BS,E00031369,E01006185,E02001259,Old Trafford,E05000832,Longford,-2.271273,53.462866
M169BT,E00031369,E01006185,E02001259,Old Trafford,E05000832,Longford,-2.271079,53.463136
M169BU,E00030965,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.267515,53.459315
M169BW,E00031370,E01006188,E02001259,Old Trafford,E05000832,Longford,-2.275616,53.461373
M169BX,E00031370,E01006188,E02001259,Old Trafford,E05000832,Longford,-2.273153,53.462547
M169BY,E00031370,E01006188,E02001259,Old Trafford,E05000832,Longford,-2.274518,53.461619
M169BZ,E00031370,E01006188,E02001259,Old Trafford,E05000832,Longford,-2.274146,53.462365
M169DA,E00168599,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.267111,53.464663
M169DB,E00031369,E01006185,E02001259,Old Trafford,E05000832,Longford,-2.269446,53.46225
M169DD,E00031370,E01006188,E02001259,Old Trafford,E05000832,Longford,-2.274199,53.461287
M169DE,E00031370,E01006188,E02001259,Old Trafford,E05000832,Longford,-2.272304,53.461678
M169DF,E00031372,E01006185,E02001259,Old Trafford,E05000832,Longford,-2.271881,53.461454
M169DG,E00031365,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.266624,53.463812
M169DH,E00031370,E01006188,E02001259,Old Trafford,E05000832,Longford,-2.2723969999999998,53.462001
M169DJ,E00031370,E01006188,E02001259,Old Trafford,E05000832,Longford,-2.273498,53.462277
M169DL,E00031369,E01006185,E02001259,Old Trafford,E05000832,Longford,-2.272295,53.462648
M169DN,E00031369,E01006185,E02001259,Old Trafford,E05000832,Longford,-2.271798,53.462578
M169DP,E00031365,E01006185,E02001259,Old Trafford,E05000832,Longford,-2.26888,53.463258
M169DQ,E00031365,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.267572,53.46363
M169DR,E00031372,E01006185,E02001259,Old Trafford,E05000832,Longford,-2.271311,53.461842
M169DS,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M169DT,E00031370,E01006188,E02001259,Old Trafford,E05000832,Longford,-2.272836,53.462386
M169DU,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M169DW,E00031370,E01006188,E02001259,Old Trafford,E05000832,Longford,-2.270906,53.462103
M169DX,E00168598,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.26901,53.464669
M169DY,E00168599,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.268077,53.464941
M169DZ,E00030969,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.267497,53.45892
M169EA,E00031363,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.267618,53.466173
M169EB,E00031363,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.267486,53.466892
M169ED,E00031363,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.268083,53.46584
M169EE,E00031369,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.27278,53.462998
M169EF,E00030969,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.267469,53.459136
M169EG,E00030973,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.262773,53.457321
M169EH,E00031370,E01006188,E02001259,Old Trafford,E05000825,Clifford,-2.269589,53.465836
M169EJ,E00031370,E01006188,E02001259,Old Trafford,E05000825,Clifford,-2.268811,53.466638
M169EL,E00031370,E01006188,E02001259,Old Trafford,E05000825,Clifford,-2.269589,53.465836
M169EN,E00031370,E01006188,E02001259,Old Trafford,E05000825,Clifford,-2.268959,53.466134
M169EP,E00030969,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.267469,53.459136
M169EQ,E00031363,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.268083,53.46584
M169ER,E00030965,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.267515,53.459315
M169ES,E00030965,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.267515,53.459315
M169EU,E00030946,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.263498,53.460025
M169EW,E00031370,E01006188,E02001259,Old Trafford,E05000825,Clifford,-2.270086,53.465754
M169EX,E00031363,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.268804,53.465576
M169EY,E00031370,E01006188,E02001259,Old Trafford,E05000825,Clifford,-2.268958,53.466151
M169EZ,E00031363,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.266709,53.467668
M169FA,E00030969,E01006110,E02001259,Old Trafford,E05000825,Clifford,-2.267497,53.45892
M169FB,E00168599,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.268077,53.464941
M169FD,E00031363,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.265872,53.468739
M169FE,E00031363,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.268105,53.467016
M169FF,E00030965,E01006111,E02001259,Old Trafford,E05000825,Clifford,-2.267515,53.459315
M169FG,E00031363,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.268596,53.468337
M169FH,E00031363,E01006185,E02001259,Old Trafford,E05000825,Clifford,-2.266945,53.466921
